T©n Y phôc	Lo¹i h×nh chİnh	Lo¹i h×nh phô	Ph©n lo¹i chi tiÕt	NÆng	Gi¸	Ngò hµnh	§é bÒn	(Ngo¹i, néi) phßng	Thuéc tİnh hç trî 1	TrŞ sè Thuéc tİnh hç trî 1	Thuéc tİnh hç trî 2	TrŞ sè Thuéc tİnh hç trî 2	Sè trang bŞ  (1-10 m«n ph¸i, 10 c¶ bé trang bŞ)	§¾ng cÊp yªu cÇu	Giíi tİnh yªu cÇu	ThÓ h×nh yªu cÇu	M«n ph¸i yªu cÇu	HiÖn h×nh nhá trªn giao diÖn	HiÖn h×nh lín trªn giao diÖn	ThuyÕt minh	×°±¸ÔÚÉíÉÏµÄÊ±ºò£¬Ê¹ÓÃµÄÏÔÊ¾ÀàĞÍÃû×Ö	Khi vøt ra ngoµi sÏ hiÓn thŞ tªn	File gèc	§¸nh gi¸ ®¼ng cÊp	Cã/kh«ng thÓ giao dŞch (0 ®­îc,1 kh«ng ®­îc,)	Cã/kh«ng thÓ vøt (0 ®­îc; 1 kh«ng ®­îc)	L­u ph¸i	Cã/Kh«ng thÓ söa (0Cã/1Kh«ng)	Dù L­u	Tiªu chİ ph¸t triÓn	Biªn hiÖu ph¸t triÓn	Biªn hiÖu më khãa	Biªn hiÖu kinh nghiÖm	
Th¸i Minh Y	0	109	1212	10	0	0	360							1	2	4		\image\item\cloth\²Êì·Ã÷«šÒÂ½¿Ğ¡a1.spr	\image\item\cloth\²Êì·Ã÷«šÒÂ½¿Ğ¡a0.spr	S¾c xu©n huy hoµng, chiÕu räi kh¾p n¬i. Cê bay trªn cao, xanh nh­ ngäc béi.	½¿Ğ¡Å®²Êì·Ã÷«šÒÂ	Upper Garment		1	2	1		1	999					
Phi H­¬ng Y	0	109	1213	10	0	0	360							1	1	1		\image\item\cloth\·ÉÏã¶³²İÒÂ±ê×¼a1.spr	\image\item\cloth\·ÉÏã¶³²İÒÂ±ê×¼a0.spr	TuyÕt gi¨ng hoµng h«n bu«ng, h­¬ng th¬m bªn cá mÒm.	±ê×¼ÄĞ·ÉÏã¶³²İÒÂ	Upper Garment		1	2	1		1	999					
Phi H­¬ng Y	0	109	1214	10	0	0	360							1	1	2		\image\item\cloth\·ÉÏã¶³²İÒÂ¿ıÎàa1.spr	\image\item\cloth\·ÉÏã¶³²İÒÂ¿ıÎàa0.spr	TuyÕt gi¨ng hoµng h«n bu«ng, h­¬ng th¬m bªn cá mÒm.	¿ıÎàÄĞ·ÉÏã¶³²İÒÂ	Upper Garment		1	2	1		1	999					
Phi H­¬ng Y	0	109	1215	10	0	0	360							1	2	3		\image\item\cloth\·ÉÏã¶³²İÒÂĞÔ¸Ğa1.spr	\image\item\cloth\·ÉÏã¶³²İÒÂĞÔ¸Ğa0.spr	TuyÕt gi¨ng hoµng h«n bu«ng, h­¬ng th¬m bªn cá mÒm.	ĞÔ¸ĞÅ®·ÉÏã¶³²İÒÂ	Upper Garment		1	2	1		1	999					
Phi H­¬ng Y	0	109	1216	10	0	0	360							1	2	4		\image\item\cloth\·ÉÏã¶³²İÒÂ½¿Ğ¡a1.spr	\image\item\cloth\·ÉÏã¶³²İÒÂ½¿Ğ¡a0.spr	TuyÕt gi¨ng hoµng h«n bu«ng, h­¬ng th¬m bªn cá mÒm.	½¿Ğ¡Å®·ÉÏã¶³²İÒÂ	Upper Garment		1	2	1		1	999					
L¨ng Ba Y	0	109	1217	10	0	0	360							1	1	1		\image\item\cloth\Áè²¨´äĞäÒÂ±ê×¼a1.spr	\image\item\cloth\Áè²¨´äĞäÒÂ±ê×¼a0.spr	Ng«i miÕu nhá nhang khãi nghi ngót, bªn trong biÓn ng­êi nh­ trÈy héi.	±ê×¼ÄĞÁè²¨´äĞäÒÂ	Upper Garment		1	2	1		1	999					
L¨ng Ba Y	0	109	1218	10	0	0	360							1	1	2		\image\item\cloth\Áè²¨´äĞäÒÂ¿ıÎàa1.spr	\image\item\cloth\Áè²¨´äĞäÒÂ¿ıÎàa0.spr	Ng«i miÕu nhá nhang khãi nghi ngót, bªn trong biÓn ng­êi nh­ trÈy héi.	¿ıÎàÄĞÁè²¨´äĞäÒÂ	Upper Garment		1	2	1		1	999					
L¨ng Ba Y	0	109	1219	10	0	0	360							1	2	3		\image\item\cloth\Áè²¨´äĞäÒÂĞÔ¸Ğa1.spr	\image\item\cloth\Áè²¨´äĞäÒÂĞÔ¸Ğa0.spr	Ng«i miÕu nhá nhang khãi nghi ngót, bªn trong biÓn ng­êi nh­ trÈy héi.	ĞÔ¸ĞÅ®Áè²¨´äĞäÒÂ	Upper Garment		1	2	1		1	999					
L¨ng Ba Y	0	109	1220	10	0	0	360							1	2	4		\image\item\cloth\Áè²¨´äĞäÒÂ½¿Ğ¡a1.spr	\image\item\cloth\Áè²¨´äĞäÒÂ½¿Ğ¡a0.spr	Ng«i miÕu nhá nhang khãi nghi ngót, bªn trong biÓn ng­êi nh­ trÈy héi.	½¿Ğ¡Å®Áè²¨´äĞäÒÂ	Upper Garment		1	2	1		1	999					
Chóc Minh Y	0	109	1221	10	0	0	360							1	1	1		\image\item\cloth\ÖòÃ÷ÇåËªÒÂ±ê×¼a1.spr	\image\item\cloth\ÖòÃ÷ÇåËªÒÂ±ê×¼a0.spr	C¨n phßng phñ buån gi÷a ®ªm khuya, tuæi giµ khã tho¸t nçi qu¹nh hiu.	±ê×¼ÄĞÖòÃ÷ÇåËªÒÂ	Upper Garment		1	2	1		1	999					
Chóc Minh Y	0	109	1222	10	0	0	360							1	1	2		\image\item\cloth\ÖòÃ÷ÇåËªÒÂ¿ıÎàa1.spr	\image\item\cloth\ÖòÃ÷ÇåËªÒÂ¿ıÎàa0.spr	C¨n phßng phñ buån gi÷a ®ªm khuya, tuæi giµ khã tho¸t nçi qu¹nh hiu.	¿ıÎàÄĞÖòÃ÷ÇåËªÒÂ	Upper Garment		1	2	1		1	999					
Chóc Minh Y	0	109	1223	10	0	0	360							1	2	3		\image\item\cloth\ÖòÃ÷ÇåËªÒÂĞÔ¸Ğa1.spr	\image\item\cloth\ÖòÃ÷ÇåËªÒÂĞÔ¸Ğa0.spr	C¨n phßng phñ buån gi÷a ®ªm khuya, tuæi giµ khã tho¸t nçi qu¹nh hiu.	ĞÔ¸ĞÅ®ÖòÃ÷ÇåËªÒÂ	Upper Garment		1	2	1		1	999					
Chóc Minh Y	0	109	1224	10	0	0	360							1	2	4		\image\item\cloth\ÖòÃ÷ÇåËªÒÂ½¿Ğ¡a1.spr	\image\item\cloth\ÖòÃ÷ÇåËªÒÂ½¿Ğ¡a0.spr	C¨n phßng phñ buån gi÷a ®ªm khuya, tuæi giµ khã tho¸t nçi qu¹nh hiu.	½¿Ğ¡Å®ÖòÃ÷ÇåËªÒÂ	Upper Garment		1	2	1		1	999					
Xu©n S¬n Y	0	109	1225	10	0	0	360							1	1	1		\image\item\cloth\´ºÉ½À¿ÔÂÒÂ±ê×¼a1.spr	\image\item\cloth\´ºÉ½À¿ÔÂÒÂ±ê×¼a0.spr	S¾c xu©n lµm lßng ta khã quªn, tr¨ng d­íi n­íc h­¬ng hoa ngÊt ng©y.	±ê×¼ÄĞ´ºÉ½À¿ÔÂÒÂ	Upper Garment		1	2	1		1	999					
Xu©n S¬n Y	0	109	1226	10	0	0	360							1	1	2		\image\item\cloth\´ºÉ½À¿ÔÂÒÂ¿ıÎàa1.spr	\image\item\cloth\´ºÉ½À¿ÔÂÒÂ¿ıÎàa0.spr	S¾c xu©n lµm lßng ta khã quªn, tr¨ng d­íi n­íc h­¬ng hoa ngÊt ng©y.	¿ıÎàÄĞ´ºÉ½À¿ÔÂÒÂ	Upper Garment		1	2	1		1	999					
Xu©n S¬n Y	0	109	1227	10	0	0	360							1	2	3		\image\item\cloth\´ºÉ½À¿ÔÂÒÂĞÔ¸Ğa1.spr	\image\item\cloth\´ºÉ½À¿ÔÂÒÂĞÔ¸Ğa0.spr	S¾c xu©n lµm lßng ta khã quªn, tr¨ng d­íi n­íc h­¬ng hoa ngÊt ng©y.	ĞÔ¸ĞÅ®´ºÉ½À¿ÔÂÒÂ	Upper Garment		1	2	1		1	999					
Xu©n S¬n Y	0	109	1228	10	0	0	360							1	2	4		\image\item\cloth\´ºÉ½À¿ÔÂÒÂ½¿Ğ¡a1.spr	\image\item\cloth\´ºÉ½À¿ÔÂÒÂ½¿Ğ¡a0.spr	S¾c xu©n lµm lßng ta khã quªn, tr¨ng d­íi n­íc h­¬ng hoa ngÊt ng©y.	½¿Ğ¡Å®´ºÉ½À¿ÔÂÒÂ	Upper Garment		1	2	1		1	999					
Thanh L­u Y	0	109	1229	10	0	0	360							1	1	1		\image\item\cloth\Çà·ãÁ÷ËªÒÂ±ê×¼a1.spr	\image\item\cloth\Çà·ãÁ÷ËªÒÂ±ê×¼a0.spr	S«ng dµi uèn l­în ®ång cá xanh, tr¨ng phñ s­¬ng mê gi÷a rõng hoa.	±ê×¼ÄĞÇà·ãÁ÷ËªÒÂ	Upper Garment		1	2	1		1	999					
Thanh L­u Y	0	109	1230	10	0	0	360							1	1	2		\image\item\cloth\Çà·ãÁ÷ËªÒÂ¿ıÎàa1.spr	\image\item\cloth\Çà·ãÁ÷ËªÒÂ¿ıÎàa0.spr	S«ng dµi uèn l­în ®ång cá xanh, tr¨ng phñ s­¬ng mê gi÷a rõng hoa.	¿ıÎàÄĞÇà·ãÁ÷ËªÒÂ	Upper Garment		1	2	1		1	999					
Thanh L­u Y	0	109	1231	10	0	0	360							1	2	3		\image\item\cloth\Çà·ãÁ÷ËªÒÂĞÔ¸Ğa1.spr	\image\item\cloth\Çà·ãÁ÷ËªÒÂĞÔ¸Ğa0.spr	S«ng dµi uèn l­în ®ång cá xanh, tr¨ng phñ s­¬ng mê gi÷a rõng hoa.	ĞÔ¸ĞÅ®Çà·ãÁ÷ËªÒÂ	Upper Garment		1	2	1		1	999					
Thanh L­u Y	0	109	1232	10	0	0	360							1	2	4		\image\item\cloth\Çà·ãÁ÷ËªÒÂ½¿Ğ¡a1.spr	\image\item\cloth\Çà·ãÁ÷ËªÒÂ½¿Ğ¡a0.spr	S«ng dµi uèn l­în ®ång cá xanh, tr¨ng phñ s­¬ng mê gi÷a rõng hoa.	½¿Ğ¡Å®Çà·ãÁ÷ËªÒÂ	Upper Garment		1	2	1		1	999					
Thanh Hßa Y	0	109	1233	10	0	0	360							1	1	1		\image\item\cloth\ÇåºÍ³¿ÄºÒÂ±ê×¼a1.spr	\image\item\cloth\ÇåºÍ³¿ÄºÒÂ±ê×¼a0.spr	Mïa hÌ Êm ¸p, cá mäc xanh um. Tµu thuyÒn nèi ®u«i, ch¼ng râ ngµy ®ªm.	±ê×¼ÄĞÇåºÍ³¿ÄºÒÂ	Upper Garment		1	2	1		1	999					
Thanh Hßa Y	0	109	1234	10	0	0	360							1	1	2		\image\item\cloth\ÇåºÍ³¿ÄºÒÂ¿ıÎàa1.spr	\image\item\cloth\ÇåºÍ³¿ÄºÒÂ¿ıÎàa0.spr	Mïa hÌ Êm ¸p, cá mäc xanh um. Tµu thuyÒn nèi ®u«i, ch¼ng râ ngµy ®ªm.	¿ıÎàÄĞÇåºÍ³¿ÄºÒÂ	Upper Garment		1	2	1		1	999					
Thanh Hßa Y	0	109	1235	10	0	0	360							1	2	3		\image\item\cloth\ÇåºÍ³¿ÄºÒÂĞÔ¸Ğa1.spr	\image\item\cloth\ÇåºÍ³¿ÄºÒÂĞÔ¸Ğa0.spr	Mïa hÌ Êm ¸p, cá mäc xanh um. Tµu thuyÒn nèi ®u«i, ch¼ng râ ngµy ®ªm.	ĞÔ¸ĞÅ®ÇåºÍ³¿ÄºÒÂ	Upper Garment		1	2	1		1	999					
Thanh Hßa Y	0	109	1236	10	0	0	360							1	2	4		\image\item\cloth\ÇåºÍ³¿ÄºÒÂ½¿Ğ¡a1.spr	\image\item\cloth\ÇåºÍ³¿ÄºÒÂ½¿Ğ¡a0.spr	Mïa hÌ Êm ¸p, cá mäc xanh um. Tµu thuyÒn nèi ®u«i, ch¼ng râ ngµy ®ªm.	½¿Ğ¡Å®ÇåºÍ³¿ÄºÒÂ	Upper Garment		1	2	1		1	999					
L­u Oanh Y	0	109	1237	10	0	0	360							1	1	1		\image\item\cloth\ÏÄÒâÁ÷İºÒÂ±ê×¼a1.spr	\image\item\cloth\ÏÄÒâÁ÷İºÒÂ±ê×¼a0.spr	Bãng r©m táa m¸t d­íi n¾ng tr­a, tØnh giÊc nghe chim oanh hãt vang.	±ê×¼ÄĞÏÄÒâÁ÷İºÒÂ	Upper Garment		1	2	1		1	999					
L­u Oanh Y	0	109	1238	10	0	0	360							1	1	2		\image\item\cloth\ÏÄÒâÁ÷İºÒÂ¿ıÎàa1.spr	\image\item\cloth\ÏÄÒâÁ÷İºÒÂ¿ıÎàa0.spr	Bãng r©m táa m¸t d­íi n¾ng tr­a, tØnh giÊc nghe chim oanh hãt vang.	¿ıÎàÄĞÏÄÒâÁ÷İºÒÂ	Upper Garment		1	2	1		1	999					
L­u Oanh Y	0	109	1239	10	0	0	360							1	2	3		\image\item\cloth\ÏÄÒâÁ÷İºÒÂĞÔ¸Ğa1.spr	\image\item\cloth\ÏÄÒâÁ÷İºÒÂĞÔ¸Ğa0.spr	Bãng r©m táa m¸t d­íi n¾ng tr­a, tØnh giÊc nghe chim oanh hãt vang.	ĞÔ¸ĞÅ®ÏÄÒâÁ÷İºÒÂ	Upper Garment		1	2	1		1	999					
L­u Oanh Y	0	109	1240	10	0	0	360							1	2	4		\image\item\cloth\ÏÄÒâÁ÷İºÒÂ½¿Ğ¡a1.spr	\image\item\cloth\ÏÄÒâÁ÷İºÒÂ½¿Ğ¡a0.spr	Bãng r©m táa m¸t d­íi n¾ng tr­a, tØnh giÊc nghe chim oanh hãt vang.	½¿Ğ¡Å®ÏÄÒâÁ÷İºÒÂ	Upper Garment		1	2	1		1	999					
Phong L­u Y	0	109	1241	10	0	0	360							1	1	1		\image\item\cloth\·çÇåÊèÁ±ÒÂ±ê×¼a1.spr	\image\item\cloth\·çÇåÊèÁ±ÒÂ±ê×¼a0.spr	HÌ vÒ bªn hiªn nhµ giã m¸t, chim Ğn vµ b­ím cïng n« ®ïa.	±ê×¼ÄĞ·çÇåÊèÁ±ÒÂ	Upper Garment		1	2	1		1	999					
Phong L­u Y	0	109	1242	10	0	0	360							1	1	2		\image\item\cloth\·çÇåÊèÁ±ÒÂ¿ıÎàa1.spr	\image\item\cloth\·çÇåÊèÁ±ÒÂ¿ıÎàa0.spr	HÌ vÒ bªn hiªn nhµ giã m¸t, chim Ğn vµ b­ím cïng n« ®ïa.	¿ıÎàÄĞ·çÇåÊèÁ±ÒÂ	Upper Garment		1	2	1		1	999					
Phong L­u Y	0	109	1243	10	0	0	360							1	2	3		\image\item\cloth\·çÇåÊèÁ±ÒÂĞÔ¸Ğa1.spr	\image\item\cloth\·çÇåÊèÁ±ÒÂĞÔ¸Ğa0.spr	HÌ vÒ bªn hiªn nhµ giã m¸t, chim Ğn vµ b­ím cïng n« ®ïa.	ĞÔ¸ĞÅ®·çÇåÊèÁ±ÒÂ	Upper Garment		1	2	1		1	999					
Phong L­u Y	0	109	1244	10	0	0	360							1	2	4		\image\item\cloth\·çÇåÊèÁ±ÒÂ½¿Ğ¡a1.spr	\image\item\cloth\·çÇåÊèÁ±ÒÂ½¿Ğ¡a0.spr	HÌ vÒ bªn hiªn nhµ giã m¸t, chim Ğn vµ b­ím cïng n« ®ïa.	½¿Ğ¡Å®·çÇåÊèÁ±ÒÂ	Upper Garment		1	2	1		1	999					
Thóy Mé Y	0	109	1245	10	0	0	360							1	1	1		\image\item\cloth\²Ô´äÄº²õÒÂ±ê×¼a1.spr	\image\item\cloth\²Ô´äÄº²õÒÂ±ê×¼a0.spr	Nói b¨ng chuyÓn s¾c xanh, ngµy thu n­íc trong lµnh. CÇm gËy ra thÒm cöa, giã vang tiÕng ve sÇu.	±ê×¼ÄĞ²Ô´äÄº²õÒÂ	Upper Garment		1	2	1		1	999					
Thóy Mé Y	0	109	1246	10	0	0	360							1	1	2		\image\item\cloth\²Ô´äÄº²õÒÂ¿ıÎàa1.spr	\image\item\cloth\²Ô´äÄº²õÒÂ¿ıÎàa0.spr	Nói b¨ng chuyÓn s¾c xanh, ngµy thu n­íc trong lµnh. CÇm gËy ra thÒm cöa, giã vang tiÕng ve sÇu.	¿ıÎàÄĞ²Ô´äÄº²õÒÂ	Upper Garment		1	2	1		1	999					
Thóy Mé Y	0	109	1247	10	0	0	360							1	2	3		\image\item\cloth\²Ô´äÄº²õÒÂĞÔ¸Ğa1.spr	\image\item\cloth\²Ô´äÄº²õÒÂĞÔ¸Ğa0.spr	Nói b¨ng chuyÓn s¾c xanh, ngµy thu n­íc trong lµnh. CÇm gËy ra thÒm cöa, giã vang tiÕng ve sÇu.	ĞÔ¸ĞÅ®²Ô´äÄº²õÒÂ	Upper Garment		1	2	1		1	999					
Thóy Mé Y	0	109	1248	10	0	0	360							1	2	4		\image\item\cloth\²Ô´äÄº²õÒÂ½¿Ğ¡a1.spr	\image\item\cloth\²Ô´äÄº²õÒÂ½¿Ğ¡a0.spr	Nói b¨ng chuyÓn s¾c xanh, ngµy thu n­íc trong lµnh. CÇm gËy ra thÒm cöa, giã vang tiÕng ve sÇu.	½¿Ğ¡Å®²Ô´äÄº²õÒÂ	Upper Garment		1	2	1		1	999					
Thanh Lé Y	0	109	1249	10	0	0	360							1	1	1		\image\item\cloth\ÇàÂ¶Í¡²İÒÂ±ê×¼a1.spr	\image\item\cloth\ÇàÂ¶Í¡²İÒÂ±ê×¼a0.spr	N­íc gét röa l¸ sen xanh mµu, h¶i ©u o¸n tr¸ch ng­êi trë vÒ.	±ê×¼ÄĞÇàÂ¶Í¡²İÒÂ	Upper Garment		1	2	1		1	999					
Thanh Lé Y	0	109	1250	10	0	0	360							1	1	2		\image\item\cloth\ÇàÂ¶Í¡²İÒÂ¿ıÎàa1.spr	\image\item\cloth\ÇàÂ¶Í¡²İÒÂ¿ıÎàa0.spr	N­íc gét röa l¸ sen xanh mµu, h¶i ©u o¸n tr¸ch ng­êi trë vÒ.	¿ıÎàÄĞÇàÂ¶Í¡²İÒÂ	Upper Garment		1	2	1		1	999					
Thanh Lé Y	0	109	1251	10	0	0	360							1	2	3		\image\item\cloth\ÇàÂ¶Í¡²İÒÂĞÔ¸Ğa1.spr	\image\item\cloth\ÇàÂ¶Í¡²İÒÂĞÔ¸Ğa0.spr	N­íc gét röa l¸ sen xanh mµu, h¶i ©u o¸n tr¸ch ng­êi trë vÒ.	ĞÔ¸ĞÅ®ÇàÂ¶Í¡²İÒÂ	Upper Garment		1	2	1		1	999					
Thanh Lé Y	0	109	1252	10	0	0	360							1	2	4		\image\item\cloth\ÇàÂ¶Í¡²İÒÂ½¿Ğ¡a1.spr	\image\item\cloth\ÇàÂ¶Í¡²İÒÂ½¿Ğ¡a0.spr	N­íc gét röa l¸ sen xanh mµu, h¶i ©u o¸n tr¸ch ng­êi trë vÒ.	½¿Ğ¡Å®ÇàÂ¶Í¡²İÒÂ	Upper Garment		1	2	1		1	999					
Bİch A¶nh Y	0	109	1253	10	0	0	360							1	1	1		\image\item\cloth\±ÌÓ°Ííº®ÒÂ±ê×¼a1.spr	\image\item\cloth\±ÌÓ°Ííº®ÒÂ±ê×¼a0.spr	Giã thu thæi v¹n vËt kh« khan, bãng ¶nh hoa dung ®ªm l¹nh dÇn.	±ê×¼ÄĞ±ÌÓ°Ííº®ÒÂ	Upper Garment		1	2	1		1	999					
Bİch A¶nh Y	0	109	1254	10	0	0	360							1	1	2		\image\item\cloth\±ÌÓ°Ííº®ÒÂ¿ıÎàa1.spr	\image\item\cloth\±ÌÓ°Ííº®ÒÂ¿ıÎàa0.spr	Giã thu thæi v¹n vËt kh« khan, bãng ¶nh hoa dung ®ªm l¹nh dÇn.	¿ıÎàÄĞ±ÌÓ°Ííº®ÒÂ	Upper Garment		1	2	1		1	999					
Bİch A¶nh Y	0	109	1255	10	0	0	360							1	2	3		\image\item\cloth\±ÌÓ°Ííº®ÒÂĞÔ¸Ğa1.spr	\image\item\cloth\±ÌÓ°Ííº®ÒÂĞÔ¸Ğa0.spr	Giã thu thæi v¹n vËt kh« khan, bãng ¶nh hoa dung ®ªm l¹nh dÇn.	ĞÔ¸ĞÅ®±ÌÓ°Ííº®ÒÂ	Upper Garment		1	2	1		1	999					
Bİch A¶nh Y	0	109	1256	10	0	0	360							1	2	4		\image\item\cloth\±ÌÓ°Ííº®ÒÂ½¿Ğ¡a1.spr	\image\item\cloth\±ÌÓ°Ííº®ÒÂ½¿Ğ¡a0.spr	Giã thu thæi v¹n vËt kh« khan, bãng ¶nh hoa dung ®ªm l¹nh dÇn.	½¿Ğ¡Å®±ÌÓ°Ííº®ÒÂ	Upper Garment		1	2	1		1	999					
Tinh V©n Y	0	109	1257	10	0	0	360							1	1	1		\image\item\cloth\Ñ©¾¦ÔÆµ­ÒÂ±ê×¼a1.spr	\image\item\cloth\Ñ©¾¦ÔÆµ­ÒÂ±ê×¼a0.spr	Cöa më b×nh minh tuyÕt nói ®Çy, trêi trong m©y t¹nh n¾ng ban mai.	±ê×¼ÄĞÑ©¾¦ÔÆµ­ÒÂ	Upper Garment		1	2	1		1	999					
Tinh V©n Y	0	109	1258	10	0	0	360							1	1	2		\image\item\cloth\Ñ©¾¦ÔÆµ­ÒÂ¿ıÎàa1.spr	\image\item\cloth\Ñ©¾¦ÔÆµ­ÒÂ¿ıÎàa0.spr	Cöa më b×nh minh tuyÕt nói ®Çy, trêi trong m©y t¹nh n¾ng ban mai.	¿ıÎàÄĞÑ©¾¦ÔÆµ­ÒÂ	Upper Garment		1	2	1		1	999					
Tinh V©n Y	0	109	1259	10	0	0	360							1	2	3		\image\item\cloth\Ñ©¾¦ÔÆµ­ÒÂĞÔ¸Ğa1.spr	\image\item\cloth\Ñ©¾¦ÔÆµ­ÒÂĞÔ¸Ğa0.spr	Cöa më b×nh minh tuyÕt nói ®Çy, trêi trong m©y t¹nh n¾ng ban mai.	ĞÔ¸ĞÅ®Ñ©¾¦ÔÆµ­ÒÂ	Upper Garment		1	2	1		1	999					
Tinh V©n Y	0	109	1260	10	0	0	360							1	2	4		\image\item\cloth\Ñ©¾¦ÔÆµ­ÒÂ½¿Ğ¡a1.spr	\image\item\cloth\Ñ©¾¦ÔÆµ­ÒÂ½¿Ğ¡a0.spr	Cöa më b×nh minh tuyÕt nói ®Çy, trêi trong m©y t¹nh n¾ng ban mai.	½¿Ğ¡Å®Ñ©¾¦ÔÆµ­ÒÂ	Upper Garment		1	2	1		1	999					
H­¬ng A¶nh Y	0	109	1261	10	0	0	360							1	1	1		\image\item\cloth\ÈàÏãÅªÓ°ÒÂ±ê×¼a1.spr	\image\item\cloth\ÈàÏãÅªÓ°ÒÂ±ê×¼a0.spr	L­u luyÕn giang hå ®ªm thanh v¾ng, ngËm ngïi s¸o tróc nÎo xa x¨m.	±ê×¼ÄĞÈàÏãÅªÓ°ÒÂ	Upper Garment		1	2	1		1	999					
H­¬ng A¶nh Y	0	109	1262	10	0	0	360							1	1	2		\image\item\cloth\ÈàÏãÅªÓ°ÒÂ¿ıÎàa1.spr	\image\item\cloth\ÈàÏãÅªÓ°ÒÂ¿ıÎàa0.spr	L­u luyÕn giang hå ®ªm thanh v¾ng, ngËm ngïi s¸o tróc nÎo xa x¨m.	¿ıÎàÄĞÈàÏãÅªÓ°ÒÂ	Upper Garment		1	2	1		1	999					
H­¬ng A¶nh Y	0	109	1263	10	0	0	360							1	2	3		\image\item\cloth\ÈàÏãÅªÓ°ÒÂĞÔ¸Ğa1.spr	\image\item\cloth\ÈàÏãÅªÓ°ÒÂĞÔ¸Ğa0.spr	L­u luyÕn giang hå ®ªm thanh v¾ng, ngËm ngïi s¸o tróc nÎo xa x¨m.	ĞÔ¸ĞÅ®ÈàÏãÅªÓ°ÒÂ	Upper Garment		1	2	1		1	999					
H­¬ng A¶nh Y	0	109	1264	10	0	0	360							1	2	4		\image\item\cloth\ÈàÏãÅªÓ°ÒÂ½¿Ğ¡a1.spr	\image\item\cloth\ÈàÏãÅªÓ°ÒÂ½¿Ğ¡a0.spr	L­u luyÕn giang hå ®ªm thanh v¾ng, ngËm ngïi s¸o tróc nÎo xa x¨m.	½¿Ğ¡Å®ÈàÏãÅªÓ°ÒÂ	Upper Garment		1	2	1		1	999					
TuyÕt Ph­¬ng Y	0	109	1265	10	0	0	360							1	2	3		\image\item\cloth\Ñ©·å·¼ÇçÒÂĞÔ¸Ğa1.spr	\image\item\cloth\Ñ©·å·¼ÇçÒÂĞÔ¸Ğa0.spr	N¾ng sím rõng th¬m tuyÕt Êm lßng, dÆt d×u m©y giã nÆng s­¬ng ®«ng.	ĞÔ¸ĞÅ®Ñ©·å·¼ÇçÒÂ	Upper Garment		1	2	1		1	999					
TuyÕt Ph­¬ng Y	0	109	1266	10	0	0	360							1	2	4		\image\item\cloth\Ñ©·å·¼ÇçÒÂ½¿Ğ¡a1.spr	\image\item\cloth\Ñ©·å·¼ÇçÒÂ½¿Ğ¡a0.spr	N¾ng sím rõng th¬m tuyÕt Êm lßng, dÆt d×u m©y giã nÆng s­¬ng ®«ng.	½¿Ğ¡Å®Ñ©·å·¼ÇçÒÂ	Upper Garment		1	2	1		1	999					
Hµn V©n Y	0	109	1267	10	0	0	360							1	1	1		\image\item\cloth\º®¹âÔÆÉ½ÒÂ±ê×¼a1.spr	\image\item\cloth\º®¹âÔÆÉ½ÒÂ±ê×¼a0.spr	Väng g¸c im l×m nghe tuyÕt rông, tï vµ rén vang kh¸ch giËt m×nh.	±ê×¼ÄĞº®¹âÔÆÉ½ÒÂ	Upper Garment		1	2	1		1	999					
Hµn V©n Y	0	109	1268	10	0	0	360							1	1	2		\image\item\cloth\º®¹âÔÆÉ½ÒÂ¿ıÎàa1.spr	\image\item\cloth\º®¹âÔÆÉ½ÒÂ¿ıÎàa0.spr	Väng g¸c im l×m nghe tuyÕt rông, tï vµ rén vang kh¸ch giËt m×nh.	¿ıÎàÄĞº®¹âÔÆÉ½ÒÂ	Upper Garment		1	2	1		1	999					
Hµn V©n Y	0	109	1269	10	0	0	360							1	2	3		\image\item\cloth\º®¹âÔÆÉ½ÒÂĞÔ¸Ğa1.spr	\image\item\cloth\º®¹âÔÆÉ½ÒÂĞÔ¸Ğa0.spr	Väng g¸c im l×m nghe tuyÕt rông, tï vµ rén vang kh¸ch giËt m×nh.	ĞÔ¸ĞÅ®º®¹âÔÆÉ½ÒÂ	Upper Garment		1	2	1		1	999					
Hµn V©n Y	0	109	1270	10	0	0	360							1	2	4		\image\item\cloth\º®¹âÔÆÉ½ÒÂ½¿Ğ¡a1.spr	\image\item\cloth\º®¹âÔÆÉ½ÒÂ½¿Ğ¡a0.spr	Väng g¸c im l×m nghe tuyÕt rông, tï vµ rén vang kh¸ch giËt m×nh.	½¿Ğ¡Å®º®¹âÔÆÉ½ÒÂ	Upper Garment		1	2	1		1	999					
Hµn Anh Y	0	109	1271	10	0	0	360							1	1	1		\image\item\cloth\º®Ó£Ö¦°×ÒÂ±ê×¼a1.spr	\image\item\cloth\º®Ó£Ö¦°×ÒÂ±ê×¼a0.spr	Cæ thô l¸ tµn chê xu©n míi, bóp hång cµnh tr¾ng tuyÕt rung rinh.	±ê×¼ÄĞº®Ó£Ö¦°×ÒÂ	Upper Garment		1	2	1		1	999					
